 fraction accepted trialmoves :   0.649777472    
0.00~0.01:    0.00997
0.01~0.02:    0.01006
0.02~0.03:    0.00998
0.03~0.04:    0.00998
0.04~0.05:    0.00996
0.05~0.06:    0.00994
0.06~0.07:    0.01004
0.07~0.08:    0.00995
0.08~0.09:    0.00998
0.09~0.10:    0.01007
0.10~0.11:    0.01003
0.11~0.12:    0.00999
0.12~0.13:    0.01005
0.13~0.14:    0.01005
0.14~0.15:    0.01000
0.15~0.16:    0.00997
0.16~0.17:    0.01008
0.17~0.18:    0.00999
0.18~0.19:    0.01006
0.19~0.20:    0.01003
0.20~0.21:    0.01003
0.21~0.22:    0.00998
0.22~0.23:    0.01000
0.23~0.24:    0.00998
0.24~0.25:    0.01002
0.25~0.26:    0.00993
0.26~0.27:    0.01007
0.27~0.28:    0.01003
0.28~0.29:    0.00997
0.29~0.30:    0.00995
0.30~0.31:    0.00999
0.31~0.32:    0.00995
0.32~0.33:    0.00999
0.33~0.34:    0.01004
0.34~0.35:    0.01000
0.35~0.36:    0.01000
0.36~0.37:    0.01006
0.37~0.38:    0.00997
0.38~0.39:    0.01008
0.39~0.40:    0.00996
0.40~0.41:    0.01005
0.41~0.42:    0.00998
0.42~0.43:    0.00999
0.43~0.44:    0.01008
0.44~0.45:    0.00995
0.45~0.46:    0.01001
0.46~0.47:    0.01000
0.47~0.48:    0.00999
0.48~0.49:    0.00999
0.49~0.50:    0.00997
0.50~0.51:    0.00993
0.51~0.52:    0.00997
0.52~0.53:    0.00992
0.53~0.54:    0.01003
0.54~0.55:    0.00994
0.55~0.56:    0.01008
0.56~0.57:    0.01001
0.57~0.58:    0.01001
0.58~0.59:    0.00993
0.59~0.60:    0.01005
0.60~0.61:    0.01002
0.61~0.62:    0.00996
0.62~0.63:    0.01000
0.63~0.64:    0.01005
0.64~0.65:    0.01002
0.65~0.66:    0.01002
0.66~0.67:    0.01000
0.67~0.68:    0.01000
0.68~0.69:    0.01001
0.69~0.70:    0.00996
0.70~0.71:    0.01000
0.71~0.72:    0.01001
0.72~0.73:    0.00990
0.73~0.74:    0.00998
0.74~0.75:    0.00997
0.75~0.76:    0.01004
0.76~0.77:    0.01008
0.77~0.78:    0.01007
0.78~0.79:    0.01004
0.79~0.80:    0.01004
0.80~0.81:    0.01005
0.81~0.82:    0.01003
0.82~0.83:    0.00995
0.83~0.84:    0.00997
0.84~0.85:    0.01001
0.85~0.86:    0.00992
0.86~0.87:    0.01002
0.87~0.88:    0.01007
0.88~0.89:    0.00996
0.89~0.90:    0.00999
0.90~0.91:    0.00995
0.91~0.92:    0.00995
0.92~0.93:    0.01008
0.93~0.94:    0.01007
0.94~0.95:    0.00987
0.95~0.96:    0.00997
0.96~0.97:    0.01001
0.97~0.98:    0.01001
0.98~0.99:    0.00991
0.99~1.00:    0.00997
